job_title,work_year,employment_type,company_location,experience_level,salary_in_usd
Data Scientist,2023,FT,US,SE,300240
Data Scientist,2023,FT,US,SE,200160
Analytics Engineer,2023,FT,US,SE,175000
Analytics Engineer,2023,FT,US,SE,140000
Data Manager,2023,FT,US,SE,169000
Data Manager,2023,FT,US,SE,100000
Data Scientist,2023,FT,US,SE,370000
Data Scientist,2023,FT,US,SE,245000
Data Analyst,2023,FT,US,SE,110000
Data Analyst,2023,FT,US,SE,80000
Data Analyst,2023,FT,US,SE,95000
Data Analyst,2023,FT,US,SE,85000
Data Engineer,2023,FT,US,SE,137500
Data Engineer,2023,FT,US,SE,81500
Machine Learning Engineer,2023,FT,US,SE,323300
Machine Learning Engineer,2023,FT,US,SE,184700
Machine Learning Engineer,2023,FT,US,SE,186000
Machine Learning Engineer,2023,FT,US,SE,153088
Machine Learning Engineer,2023,FT,US,SE,200000
Machine Learning Engineer,2023,FT,US,SE,150000
Machine Learning Engineer,2023,FT,US,SE,240000
Machine Learning Engineer,2023,FT,US,SE,180000
Machine Learning Engineer,2023,FT,US,SE,200000
Machine Learning Engineer,2023,FT,US,SE,150000
Data Science Manager,2023,FT,US,SE,299500
Data Science Manager,2023,FT,US,SE,245100
Data Engineer,2023,FT,US,SE,144000
Data Engineer,2023,FT,US,SE,66000
Data Architect,2023,FT,US,SE,228000
Data Architect,2023,FT,US,SE,120000
Machine Learning Software Engineer,2023,FT,US,SE,180000
Machine Learning Software Engineer,2023,FT,US,SE,90000
Data Scientist,2023,FT,US,SE,126500
Data Scientist,2023,FT,US,SE,78000
Data Engineer,2023,FT,US,SE,180000
Data Engineer,2023,FT,US,SE,160000
Machine Learning Software Engineer,2023,FT,US,SE,272000
Machine Learning Software Engineer,2023,FT,US,SE,170000
Data Engineer,2023,FT,US,SE,259000
Data Engineer,2023,FT,US,SE,146000
Data Engineer,2023,FT,US,SE,200000
Data Engineer,2023,FT,US,SE,160000
Data Analyst,2023,FT,US,SE,142000
Data Analyst,2023,FT,US,SE,95000
Data Scientist,2023,FT,US,SE,155000
Data Scientist,2023,FT,US,SE,139500
Data Engineer,2023,FT,US,SE,259000
Data Engineer,2023,FT,US,SE,146000
Data Science Lead,2023,FT,US,SE,247500
Data Science Lead,2023,FT,US,SE,172200
Data Scientist,2023,FT,US,SE,225000
Data Scientist,2023,FT,US,SE,156400
Data Engineer,2023,FT,US,SE,139500
Data Engineer,2023,FT,US,SE,109400
Machine Learning Infrastructure Engineer,2023,FT,FR,SE,107309
Machine Learning Infrastructure Engineer,2023,FT,FR,SE,75116
Data Scientist,2023,FT,US,SE,185900
Data Scientist,2023,FT,US,SE,129300
Machine Learning Engineer,2023,FT,US,SE,139500
Machine Learning Engineer,2023,FT,US,SE,109400
Data Analyst,2023,FT,US,SE,120000
Data Analyst,2023,FT,US,SE,75000
Data Analyst,2023,FT,US,SE,169000
Data Analyst,2023,FT,US,SE,110600
Machine Learning Engineer,2023,FT,US,SE,288000
Machine Learning Engineer,2023,FT,US,SE,140000
Machine Learning Engineer,2023,FT,US,SE,288000
Machine Learning Engineer,2023,FT,US,SE,140000
Data Scientist,2023,FT,US,SE,215050
Data Scientist,2023,FT,US,SE,156400
Data Architect,2023,FT,US,SE,198000
Data Architect,2023,FT,US,SE,114000
Machine Learning Engineer,2023,FT,US,SE,204500
Machine Learning Engineer,2023,FT,US,SE,142200
Data Scientist,2023,FT,US,SE,209300
Data Scientist,2023,FT,US,SE,182200
Data Manager,2023,FT,US,SE,140000
Data Manager,2023,FT,US,SE,120000
Machine Learning Engineer,2023,FT,US,SE,147100
Machine Learning Engineer,2023,FT,US,SE,90700
Data Engineer,2023,FT,US,SE,230000
Data Engineer,2023,FT,US,SE,170000
Data Analyst,2023,FT,US,SE,227000
Data Analyst,2023,FT,US,SE,108000
Data Engineer,2023,FT,US,SE,180000
Data Engineer,2023,FT,US,SE,160000
Data Architect,2023,FT,US,SE,180000
Data Architect,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,180000
Data Engineer,2023,FT,US,SE,130000
Data Analyst,2023,FT,ES,SE,55800
Data Analyst,2023,FT,ES,SE,51508
Data Engineer,2023,FT,US,SE,226700
Data Engineer,2023,FT,US,SE,133300
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Big Data Architect,2023,FT,GB,SE,151902
Data Analyst,2023,FT,US,SE,80000
Data Analyst,2023,FT,US,SE,52500
Data Engineer,2023,FT,US,SE,250000
Data Engineer,2023,FT,US,SE,162500
Data Analyst,2023,FT,US,SE,153600
Data Analyst,2023,FT,US,SE,106800
Data Analyst,2023,FT,US,SE,115934
Data Analyst,2023,FT,US,SE,81666
Data Engineer,2023,FT,US,SE,167580
Data Engineer,2023,FT,US,SE,87980
Data Engineer,2023,FT,US,SE,250000
Data Engineer,2023,FT,US,SE,63000
Research Scientist,2023,FT,ES,SE,253750
Research Scientist,2023,FT,ES,SE,169200
Research Scientist,2023,FT,ES,SE,253750
Research Scientist,2023,FT,ES,SE,169200
Data Engineer,2023,FT,US,SE,124740
Data Engineer,2023,FT,US,SE,65488
Data Engineer,2023,FT,US,SE,213580
Data Engineer,2023,FT,US,SE,163625
Data Engineer,2023,FT,IE,SE,101943
Machine Learning Engineer,2023,FT,US,SE,220000
Machine Learning Engineer,2023,FT,US,SE,170000
Data Architect,2023,FT,US,SE,180000
Data Architect,2023,FT,US,SE,115000
Data Architect,2023,FT,US,SE,200000
Data Architect,2023,FT,US,SE,115000
Data Science Manager,2023,FT,US,SE,231250
Data Science Manager,2023,FT,US,SE,138750
Machine Learning Engineer,2023,FT,US,SE,284310
Machine Learning Engineer,2023,FT,US,SE,153090
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,75000
Data Science Lead,2023,FT,US,SE,225900
Data Science Lead,2023,FT,US,SE,156400
Data Engineer,2023,FT,US,SE,250000
Data Engineer,2023,FT,US,SE,162500
Machine Learning Engineer,2023,FT,US,SE,318300
Machine Learning Engineer,2023,FT,US,SE,188800
Data Analyst,2023,FT,US,SE,385000
Data Analyst,2023,FT,US,SE,60000
Data Scientist,2023,FT,US,SE,145000
Data Scientist,2023,FT,US,SE,135000
Data Analyst,2023,FT,US,SE,180180
Data Analyst,2023,FT,US,SE,106020
Data Analyst,2023,FT,US,SE,93919
Data Analyst,2023,FT,US,SE,51962
Data Engineer,2023,FT,US,SE,241871
Data Engineer,2023,FT,US,SE,133832
Data Scientist,2023,FT,US,SE,170000
Data Scientist,2023,FT,US,SE,90000
Data Analyst,2023,FT,US,SE,192500
Data Analyst,2023,FT,US,SE,140000
Data Scientist,2023,FT,US,SE,149076
Data Scientist,2023,FT,US,SE,82365
Data Scientist,2023,FT,US,SE,175000
Data Scientist,2023,FT,US,SE,148750
Research Scientist,2023,FT,US,SE,370000
Research Scientist,2023,FT,US,SE,200000
Data Scientist,2023,FT,US,SE,235000
Data Scientist,2023,FT,US,SE,185000
Data Scientist,2023,FT,US,SE,216100
Data Scientist,2023,FT,US,SE,140800
Computer Vision Software Engineer,2023,FT,CA,SE,53654
Data Engineer,2023,FT,US,SE,128000
Data Engineer,2023,FT,US,SE,81500
Research Scientist,2023,FT,CA,SE,248100
Research Scientist,2023,FT,CA,SE,145900
Research Engineer,2023,FT,US,SE,155850
Research Engineer,2023,FT,US,SE,102544
Director of Data Science,2023,FT,CA,SE,125686
Azure Data Engineer,2023,FT,NL,SE,100000
Data Scientist,2023,FT,US,SE,250000
Data Scientist,2023,FT,US,SE,162500
Data Scientist,2023,FT,GB,SE,185000
Data Scientist,2023,FT,GB,SE,120250
BI Developer,2023,FT,US,SE,135000
BI Developer,2023,FT,US,SE,100000
Machine Learning Engineer,2023,FT,US,SE,204500
Machine Learning Engineer,2023,FT,US,SE,142200
Data Engineer,2023,FT,US,SE,226700
Data Engineer,2023,FT,US,SE,133300
Data Scientist,2023,FT,US,SE,225000
Data Scientist,2023,FT,US,SE,156400
Data Engineer,2023,FT,US,SE,163800
Data Engineer,2023,FT,US,SE,126000
Machine Learning Engineer,2023,FT,US,SE,163800
Machine Learning Engineer,2023,FT,US,SE,126000
ML Engineer,2023,FT,US,SE,220000
ML Engineer,2023,FT,US,SE,150000
Data Engineer,2023,FT,US,SE,145000
Data Engineer,2023,FT,US,SE,115000
Data Analytics Manager,2023,FT,US,SE,204500
Data Analytics Manager,2023,FT,US,SE,138900
Data Engineer,2023,FT,US,SE,150000
Data Engineer,2023,FT,US,SE,107000
Data Engineer,2023,FT,US,SE,226700
Data Engineer,2023,FT,US,SE,133300
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Machine Learning Engineer,2023,FT,US,SE,150000
Machine Learning Engineer,2023,FT,US,SE,125000
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Data Scientist,2023,FT,US,SE,225000
Data Scientist,2023,FT,US,SE,156400
Data Engineer,2023,FT,US,SE,265000
Data Engineer,2023,FT,US,SE,182750
Data Analyst,2023,FT,US,SE,153600
Data Analyst,2023,FT,US,SE,106800
Data Engineer,2023,FT,US,SE,137500
Data Engineer,2023,FT,US,SE,81500
Applied Scientist,2023,FT,US,SE,205000
Applied Scientist,2023,FT,US,SE,180000
Data Scientist,2023,FT,US,SE,165000
Data Scientist,2023,FT,US,SE,144000
Data Manager,2023,FT,US,SE,199000
Data Manager,2023,FT,US,SE,112000
Data Scientist,2023,FT,US,SE,105000
Data Scientist,2023,FT,US,SE,70000
Data Analyst,2023,FT,US,SE,180180
Data Analyst,2023,FT,US,SE,106020
Data Scientist,2023,FT,US,SE,183000
Data Scientist,2023,FT,US,SE,134000
Machine Learning Engineer,2023,FT,US,SE,220000
Machine Learning Engineer,2023,FT,US,SE,150000
Applied Scientist,2023,FT,US,SE,350000
Applied Scientist,2023,FT,US,SE,262500
Data Analyst,2023,FT,US,SE,122000
Data Analyst,2023,FT,US,SE,94000
Machine Learning Engineer,2023,FT,US,SE,276000
Machine Learning Engineer,2023,FT,US,SE,184000
Data Scientist,2023,FT,US,SE,225000
Data Scientist,2023,FT,US,SE,156400
Data Scientist,2023,FT,US,SE,228000
Data Scientist,2023,FT,US,SE,152000
Data Scientist,2023,FT,US,SE,209450
Data Scientist,2023,FT,US,SE,158677
Data Analyst,2023,FT,US,SE,175000
Data Analyst,2023,FT,US,SE,145000
Data Engineer,2023,FT,US,SE,240000
Data Engineer,2023,FT,US,SE,170000
Data Scientist,2023,FT,EE,SE,63312
Data Scientist,2023,FT,US,SE,237000
Data Scientist,2023,FT,US,SE,145000
Data Scientist,2023,FT,US,SE,240000
Data Scientist,2023,FT,US,SE,139000
Data Architect,2023,FT,US,SE,174500
Data Architect,2023,FT,US,SE,113000
Data Analyst,2023,FT,US,SE,130000
Data Analyst,2023,FT,US,SE,87000
Data Analyst,2023,FT,US,SE,160000
Data Analyst,2023,FT,US,SE,108000
Data Engineer,2023,FT,US,SE,165000
Data Engineer,2023,FT,US,SE,107250
Data Engineer,2023,FT,US,SE,300000
Data Engineer,2023,FT,US,SE,119000
Data Scientist,2023,FT,US,SE,285800
Data Scientist,2023,FT,US,SE,154600
Data Manager,2023,FT,US,SE,168400
Data Manager,2023,FT,US,SE,105200
Analytics Engineer,2023,FT,US,SE,200000
Analytics Engineer,2023,FT,US,SE,175000
Analytics Engineer,2023,FT,US,SE,231250
Analytics Engineer,2023,FT,US,SE,138750
Data Engineer,2023,FT,CA,SE,153000
Data Engineer,2023,FT,CA,SE,94000
Data Engineer,2023,FT,US,SE,240500
Data Engineer,2023,FT,US,SE,123700
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,90000
Data Scientist,2023,FT,US,SE,275300
Data Scientist,2023,FT,US,SE,183500
Data Scientist,2023,FT,US,SE,275300
Data Scientist,2023,FT,US,SE,183500
Data Analyst,2023,FT,US,SE,160000
Data Analyst,2023,FT,US,SE,125600
Data Engineer,2023,FT,US,SE,170000
Data Engineer,2023,FT,US,SE,120000
Data Engineer,2023,FT,US,SE,225000
Data Engineer,2023,FT,US,SE,140000
Data Analyst,2023,FT,US,SE,141290
Data Analyst,2023,FT,US,SE,74178
Data Scientist,2023,FT,US,SE,150000
Data Scientist,2023,FT,US,SE,120000
Data Engineer,2023,FT,US,SE,85000
Data Engineer,2023,FT,US,SE,75000
Data Engineer,2023,FT,US,SE,220000
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,205600
Data Engineer,2023,FT,US,SE,107500
Data Engineer,2023,FT,US,SE,185900
Data Engineer,2023,FT,US,SE,129300
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,130000
Data Scientist,2023,FT,US,SE,136000
Data Scientist,2023,FT,US,SE,104000
Data Scientist,2023,FT,US,SE,110000
Data Scientist,2023,FT,US,SE,84000
BI Analyst,2023,FT,US,SE,125000
BI Analyst,2023,FT,US,SE,110000
ML Engineer,2023,FT,US,SE,200000
ML Engineer,2023,FT,US,SE,135000
Data Engineer,2023,FT,US,SE,130000
Data Engineer,2023,FT,US,SE,75000
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Data Engineer,2023,FT,US,SE,226700
Data Engineer,2023,FT,US,SE,133300
Data Scientist,2023,FT,US,SE,190000
Data Scientist,2023,FT,US,SE,165000
Data Engineer,2023,FT,US,SE,170000
Data Engineer,2023,FT,US,SE,150000
Data Scientist,2023,FT,US,SE,225000
Data Scientist,2023,FT,US,SE,156400
Computer Vision Engineer,2023,FT,US,SE,200000
Data Scientist,2023,FT,US,SE,257000
Data Scientist,2023,FT,US,SE,134000
Data Scientist,2023,FT,LV,SE,77262
Data Scientist,2023,FT,LV,SE,38631
Data Engineer,2023,FT,US,SE,205600
Data Engineer,2023,FT,US,SE,105700
BI Developer,2023,FT,US,SE,140000
BI Developer,2023,FT,US,SE,110000
Data Science Manager,2023,FT,US,SE,299500
Data Science Manager,2023,FT,US,SE,245100
Research Scientist,2023,FT,US,SE,210000
Research Scientist,2023,FT,US,SE,151800
Data Analyst,2023,FT,ES,SE,51508
Data Analyst,2023,FT,ES,SE,40777
Data Analyst,2023,FT,ES,SE,51508
Data Analyst,2023,FT,ES,SE,40777
Data Engineer,2023,FT,US,SE,250000
Data Engineer,2023,FT,US,SE,63000
Data Scientist,2023,FT,US,SE,237000
Data Scientist,2023,FT,US,SE,145000
Data Scientist,2023,FT,US,SE,130000
Data Scientist,2023,FT,US,SE,90000
Data Architect,2023,FT,US,SE,174500
Data Architect,2023,FT,US,SE,113000
Data Analyst,2023,FT,US,SE,145000
Data Analyst,2023,FT,US,SE,102500
Data Scientist,2023,FT,US,SE,210000
Data Scientist,2023,FT,US,SE,185000
Data Architect,2023,FT,US,SE,174500
Data Architect,2023,FT,US,SE,113000
Data Science Consultant,2023,FT,US,SE,122000
Data Science Consultant,2023,FT,US,SE,94000
Data Scientist,2023,FT,US,SE,220000
Data Scientist,2023,FT,US,SE,146000
Data Engineer,2023,FT,US,SE,300000
Data Engineer,2023,FT,US,SE,130000
Data Science Consultant,2023,FT,US,SE,145000
Data Science Consultant,2023,FT,US,SE,128000
Data Scientist,2023,FT,US,SE,182000
Data Scientist,2023,FT,US,SE,140000
Data Engineer,2023,FT,US,SE,122000
Data Engineer,2023,FT,US,SE,94000
Machine Learning Engineer,2023,FT,LV,SE,77262
Machine Learning Engineer,2023,FT,LV,SE,38631
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Data Scientist,2023,FT,US,SE,136000
Data Scientist,2023,FT,US,SE,104000
Data Scientist,2023,FT,US,SE,168000
Data Scientist,2023,FT,US,SE,130000
Data Scientist,2023,FT,US,SE,153400
Data Scientist,2023,FT,US,SE,122700
Data Scientist,2023,FT,US,SE,185000
Data Scientist,2023,FT,US,SE,160000
Data Scientist,2023,FT,US,SE,205000
Data Scientist,2023,FT,US,SE,185000
Machine Learning Engineer,2023,FT,US,SE,204500
Machine Learning Engineer,2023,FT,US,SE,142200
ML Engineer,2023,FT,US,SE,234100
ML Engineer,2023,FT,US,SE,203500
Data Scientist,2023,FT,US,SE,223800
Data Scientist,2023,FT,US,SE,172100
Data Scientist,2023,FT,US,SE,180000
Data Scientist,2023,FT,US,SE,150000
Data Engineer,2023,FT,US,SE,232200
Data Engineer,2023,FT,US,SE,167200
BI Developer,2023,FT,US,SE,197000
BI Developer,2023,FT,US,SE,106000
Research Scientist,2023,FT,US,SE,180000
Research Scientist,2023,FT,US,SE,145000
Data Lead,2023,FT,US,SE,225000
Data Lead,2023,FT,US,SE,200000
Data Engineer,2023,FT,US,SE,170000
Data Engineer,2023,FT,US,SE,114000
Data Engineer,2023,FT,US,SE,291500
Data Engineer,2023,FT,US,SE,180000
Data Scientist,2023,FT,US,SE,168400
Data Scientist,2023,FT,US,SE,105200
Analytics Engineer,2023,FT,US,SE,207000
Analytics Engineer,2023,FT,US,SE,167000
Machine Learning Engineer,2023,FT,US,SE,145000
Machine Learning Engineer,2023,FT,US,SE,135000
Data Architect,2023,FT,US,SE,180000
Data Architect,2023,FT,US,SE,115000
Data Engineer,2023,FT,US,SE,133800
Data Engineer,2023,FT,US,SE,96100
Data Science Engineer,2023,FT,US,SE,140000
Data Science Engineer,2023,FT,US,SE,100000
Research Scientist,2023,FT,US,SE,150000
Research Scientist,2023,FT,US,SE,120000
Cloud Database Engineer,2023,FT,US,SE,140000
Cloud Database Engineer,2023,FT,US,SE,115000
Data Science Manager,2023,FT,US,SE,297300
Data Science Manager,2023,FT,US,SE,198200
Data Scientist,2023,FT,US,SE,297300
Data Scientist,2023,FT,US,SE,198200
Data Engineer,2023,FT,US,SE,202000
Data Engineer,2023,FT,US,SE,135000
Data Scientist,2023,FT,US,SE,110000
Data Scientist,2023,FT,US,SE,84000
Applied Scientist,2023,FT,US,SE,230000
Applied Scientist,2023,FT,US,SE,196000
BI Developer,2023,FT,US,SE,140000
BI Developer,2023,FT,US,SE,110000
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,110000
Data Scientist,2023,FT,US,SE,185900
Data Scientist,2023,FT,US,SE,129300
Applied Scientist,2023,FT,US,SE,126100
Applied Scientist,2023,FT,US,SE,72000
Data Engineer,2023,FT,US,SE,170000
Data Engineer,2023,FT,US,SE,150000
Data Analyst,2023,FT,US,SE,240500
Data Analyst,2023,FT,US,SE,137500
Research Scientist,2023,FT,US,SE,210000
Research Scientist,2023,FT,US,SE,165750
Machine Learning Scientist,2023,FT,US,SE,225000
Machine Learning Scientist,2023,FT,US,SE,165750
Data Scientist,2023,FT,US,SE,135000
Data Scientist,2023,FT,US,SE,115000
NLP Engineer,2023,FT,US,SE,275000
NLP Engineer,2023,FT,US,SE,175000
Data Scientist,2023,FT,US,SE,170000
Data Scientist,2023,FT,US,SE,140000
Data Engineer,2023,FT,US,SE,175308
Data Engineer,2023,FT,US,SE,100706
NLP Engineer,2023,FT,US,SE,235000
NLP Engineer,2023,FT,US,SE,135000
Data Engineer,2023,FT,US,SE,310000
Data Engineer,2023,FT,US,SE,229000
ML Engineer,2023,FT,US,SE,289076
ML Engineer,2023,FT,US,SE,202353
Data Engineer,2023,FT,PT,SE,69751
Data Engineer,2023,FT,PT,SE,37558
Data Engineer,2023,FT,US,SE,226700
Data Engineer,2023,FT,US,SE,133300
Data Analyst,2023,FT,US,SE,125000
Data Analyst,2023,FT,US,SE,85000
Data Analyst,2023,FT,US,SE,130000
Data Analyst,2023,FT,US,SE,80000
Data Engineer,2023,FT,US,SE,231250
Data Engineer,2023,FT,US,SE,138750
Data Engineer,2023,FT,US,SE,199000
Data Engineer,2023,FT,US,SE,162000
Research Scientist,2023,FT,US,SE,200000
Research Scientist,2023,FT,US,SE,150000
Research Scientist,2023,FT,US,SE,250000
Research Scientist,2023,FT,US,SE,200000
Research Engineer,2023,FT,US,SE,150000
Research Engineer,2023,FT,US,SE,100000
Data Scientist,2023,FT,US,SE,272550
Data Scientist,2023,FT,US,SE,198200
Data Scientist,2023,FT,US,SE,182000
Data Scientist,2023,FT,US,SE,140000
Data Engineer,2023,FT,US,SE,200000
Data Engineer,2023,FT,US,SE,160000
Machine Learning Engineer,2023,FT,US,SE,204500
Machine Learning Engineer,2023,FT,US,SE,142200
Data Engineer,2023,FT,US,SE,187500
Data Engineer,2023,FT,US,SE,175000
Machine Learning Engineer,2023,FT,US,SE,204500
Machine Learning Engineer,2023,FT,US,SE,142200
Data Analyst,2023,FT,US,SE,155000
Data Analyst,2023,FT,US,SE,64000
Computer Vision Engineer,2023,FT,US,SE,235000
Computer Vision Engineer,2023,FT,US,SE,185000
Data Architect,2023,FT,US,SE,174500
Data Architect,2023,FT,US,SE,113000
Data Scientist,2023,FT,CA,SE,143100
Data Scientist,2023,FT,CA,SE,113000
Applied Scientist,2023,FT,US,SE,184000
Applied Scientist,2023,FT,US,SE,142000
Data Scientist,2023,FT,US,SE,140000
Data Scientist,2023,FT,US,SE,120000
Data Architect,2023,FT,US,SE,174500
Data Architect,2023,FT,US,SE,113000
Data Scientist,2023,FT,US,SE,180560
Data Scientist,2023,FT,US,SE,115440
Data Scientist,2023,FT,US,SE,140000
Data Scientist,2023,FT,US,SE,120000
Research Scientist,2023,FT,US,SE,248100
Research Scientist,2023,FT,US,SE,145900
Data Scientist,2023,FT,CA,SE,120000
Data Scientist,2023,FT,CA,SE,110000
Data Engineer,2023,FT,US,SE,291500
Data Engineer,2023,FT,US,SE,180000
Data Engineer,2023,FT,US,SE,161800
Data Engineer,2023,FT,US,SE,141600
Data Engineer,2023,FT,US,SE,166000
Data Engineer,2023,FT,US,SE,128000
Data Architect,2023,FT,US,SE,170000
Data Architect,2023,FT,US,SE,110000
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,75000
Data Engineer,2023,FT,US,SE,236000
Data Engineer,2023,FT,US,SE,182000
Machine Learning Engineer,2023,FT,US,SE,261500
Machine Learning Engineer,2023,FT,US,SE,134500
AI Developer,2022,FT,IN,EN,300000
Machine Learning Engineer,2022,FT,CH,EN,56536
Data Engineer,2022,FT,NL,EN,59888
Data Analyst,2022,PT,US,EN,34320
Data Scientist,2022,FT,US,EN,168000
Data Scientist,2022,FT,US,EN,85000
Data Scientist,2022,FT,US,EN,180000
Business Data Analyst,2022,FT,US,EN,48000
AI Developer,2022,FT,MK,EN,6304
Data Analyst,2022,PT,US,EN,25216
Data Scientist,2022,FT,US,EN,100000
Data Scientist,2022,FT,US,EN,130000
Applied Data Scientist,2022,FT,PK,EN,40000
AI Programmer,2022,FT,AU,EN,40000
Machine Learning Developer,2022,FT,AU,EN,40000
Data Engineer,2022,FT,US,EN,160000
Data Engineer,2022,FT,US,EN,135000
Data Science Consultant,2022,FT,IT,EN,24165
Data Engineer,2022,FT,US,EN,85000
Data Engineer,2022,FT,US,EN,65000
Product Data Analyst,2022,FT,US,EN,100000
Machine Learning Software Engineer,2022,FT,MA,EN,10000
Data Analyst,2022,FT,US,EN,55000
Data Analyst,2022,FT,US,EN,48000
Data Engineer,2022,FT,US,EN,160000
Data Engineer,2022,FT,US,EN,135000
BI Data Analyst,2022,FT,DE,EN,60938
Data Analyst,2022,FT,US,EN,50000
Data Scientist,2022,FT,US,EN,124234
Data Scientist,2022,FT,US,EN,74540
AI Scientist,2022,FT,CA,EN,200000
Machine Learning Engineer,2022,FT,AR,EN,12000
Data Analyst,2022,FT,US,EN,50000
Data Engineer,2022,FT,US,EN,160000
Data Engineer,2022,FT,US,EN,135000
Data Analytics Engineer,2022,FT,AR,EN,13000
Data Analytics Consultant,2022,FL,US,EN,50000
Machine Learning Engineer,2022,FT,US,EN,189750
Machine Learning Engineer,2022,FT,US,EN,140250
Data Engineer,2022,FT,US,EN,160000
Data Engineer,2022,FT,US,EN,135000
Machine Learning Research Engineer,2022,FT,DE,EN,66192
3D Computer Vision Researcher,2022,FT,CR,EN,50000
Data Science Consultant,2022,FT,ES,EN,27317
Machine Learning Engineer,2022,FL,IR,EN,100000
Data Engineer,2022,FT,US,EN,160000
Data Engineer,2022,FT,US,EN,135000
Data Scientist,2022,FT,US,EN,80000
Data Engineer,2022,FT,US,EN,160000
Data Engineer,2022,FT,US,EN,135000
Data Scientist,2022,FT,HU,EN,17684
BI Analyst,2022,PT,US,EN,12000
Machine Learning Developer,2022,FT,DE,EN,33000
Machine Learning Scientist,2022,FT,DE,EN,34672
Data Manager,2022,FT,US,EN,77300
Data Manager,2022,FT,US,EN,45600
Data Engineer,2022,FT,GB,EN,61566
Data Engineer,2022,FT,GB,EN,49253
Data Analyst,2022,FT,US,EN,64000
Data Scientist,2022,FT,FR,EN,39925
BI Analyst,2022,FT,US,EN,76000
Data Analyst,2022,PT,US,EN,125404
Data Scientist,2022,FT,US,EN,180000
Data Scientist,2022,FT,US,EN,100000
Data Scientist,2022,FT,US,EN,80000
Data Scientist,2022,FT,CA,EN,73742
Data Scientist,2022,FT,GB,EN,33246
Machine Learning Engineer,2022,FT,US,EN,108000
BI Data Analyst,2022,FT,US,EN,57000
Data Analyst,2022,FT,US,EN,20000
AI Scientist,2022,FT,US,EN,50000
Data Specialist,2022,FT,US,EN,105000
Data Scientist,2022,FT,IN,EN,22892
AI Scientist,2022,FT,ES,EN,31520
BI Data Analyst,2022,FT,IN,EN,8050
Business Data Analyst,2022,FT,AS,EN,50000
Data Scientist,2022,FT,US,EN,93000
Data Scientist,2022,FT,US,EN,73000
Data Analyst,2022,FT,BR,EN,7799
Data Scientist,2022,FT,DE,EN,50000
Data Analyst,2022,FT,IN,EN,6359
Data Scientist,2022,FT,ES,EN,31520
Data Analyst,2022,FT,US,EN,46000
Data Engineer,2022,FT,US,EN,80000
Data Scientist,2022,FT,US,EN,82000
Data Scientist,2022,PT,FR,EN,110000
BI Data Analyst,2022,FT,BR,EN,6270
Machine Learning Engineer,2022,FT,GB,EN,55410
Data Analyst,2022,FT,AR,EN,50000
Data Scientist,2022,FT,BE,EN,84053
Machine Learning Engineer,2022,FT,US,EN,115000
Data Analyst,2022,FT,US,EN,150000
Applied Data Scientist,2022,FT,AT,EN,50000
Data Analyst,2022,FT,US,EN,55000
Data Scientist,2022,FT,BE,EN,52008
Analytics Engineer,2022,FT,US,EN,130000
Machine Learning Engineer,2022,FT,GB,EN,30000
Data Analyst,2022,FT,FR,EN,28368
Data Engineer,2022,FT,US,EN,129000
Data Engineer,2022,FT,US,EN,86000
Machine Learning Developer,2022,FT,US,EN,180000
Data Analyst,2022,FT,ID,EN,15000
Machine Learning Engineer,2022,FT,US,EN,83000
Machine Learning Engineer,2022,FT,GB,EN,35093
Data Engineer,2022,FT,GB,EN,49253
Data Engineer,2022,FT,GB,EN,43096
Data Analyst,2022,FT,CA,EN,67000
Data Analyst,2022,FT,CA,EN,52000
Data Scientist,2022,FT,IN,EN,17805
Data Engineer,2022,FT,US,EN,65000
Computer Vision Engineer,2022,FT,LU,EN,10000
Data Scientist,2022,FT,CA,EN,51081
Data Scientist,2022,FT,MY,EN,40000
Data Scientist,2022,FT,AU,EN,83171
Applied Machine Learning Scientist,2022,CT,CZ,EN,30469
Data Engineer,2022,FT,DE,EN,55475
Research Scientist,2022,FT,US,EN,120000
Data Analytics Engineer,2022,FT,PK,EN,20000
Computer Vision Software Engineer,2022,FT,AU,EN,150000
Data Scientist,2022,PT,DZ,EN,100000
Financial Data Analyst,2022,FT,US,EN,100000
Data Engineer,2022,FT,US,EN,120000
Computer Vision Engineer,2022,FT,US,EN,125000
ML Engineer,2022,FT,PT,EN,21013
Data Science Manager,2022,FT,RU,EX,106000
Data Engineer,2022,FT,US,EX,200000
Data Engineer,2022,FT,US,EX,145000
Data Engineer,2022,FT,US,EX,310000
Data Engineer,2022,FT,US,EX,239000
